Card Name,Rarity,Number,Price,Market Price,Listing Count,Mention Count
Red-Eyes B. Dragon,Ultra Rare,#SDJ-001,$0.44,$9.96,384,0
Blue-Eyes White Dragon,Ultra Rare,#CT13-EN008,$5.95,$16.07,63,18
Pot of Extravagance,Common / Short Print,#SDAZ-EN028,$1.15,$1.45,138,3
Forbidden Droplet,Ultimate Rare,#OP16-EN003,$162.00,$176.10,47,10
Guardian Chimera,Secret Rare,#BACH-EN040,$7.49,$9.75,124,6
Blackwing - Sudri the Phantom Glimmer,Ultra Rare,#DABL-EN004,$5.72,$5.71,34,0
Soul Servant,Secret Rare,#LDS3-EN095,$6.45,$6.56,153,1
Dinomorphia Domain,Secret Rare,#BACH-EN068,$4.88,$7.72,81,0
"Bingo Machine, Go!!!",Secret Rare,#LDS2-EN028,$18.99,$24.12,47,1
Gold Pride - Captain Carrie,Ultra Rare,#PHHY-EN088,$1.73,$3.45,125,0
Chamber Dragonmaid,Premium Gold Rare,#MGED-EN022,$5.49,$7.19,90,0
Thunder King Rai-Oh,Secret Rare,#YG02-EN001,$24.75,$46.57,26,0
Blue-Eyes Toon Dragon,Secret Rare,#MRL-000,$29.99,$109.56,44,0
Icejade Gymir Aegirine,Ultra Rare,#PHHY-EN038,$3.00,$3.89,122,0
Archlord Kristya,Secret Rare,#SOVR-EN096,$65.02,$109.14,35,1
Tearlaments Reinoheart,Ultra Rare,#POTE-EN015,$3.50,$3.86,154,0
Pulling the Rug,Rare,#STON-EN060,$6.98,$12.19,29,1
Morphing Jar,Ultra Rare,#TP2-001,"$3,498.99","$1,500.00",7,0
Blue-Eyes Shining Dragon,Secret Rare,#RP02-EN096,$324.00,"$1,499.99",9,1
Infernoble Knight - Renaud (CR),Collector's Rare,#AMDE-EN038,$42.98,$45.44,37,0
Rindbrumm the Striking Dragon,Ultra Rare,#PHHY-EN034,$2.44,$3.91,192,2
Mikanko Reflection Rondo (CR),Collector's Rare,#AMDE-EN033,$30.99,$31.19,19,0
Ni-Ni the Mirror Mikanko (CR),Collector's Rare,#AMDE-EN026,$41.00,$39.34,19,0
"Dharc the Dark Charmer, Gloomy",Super Rare,#BACH-EN049,$1.51,$2.63,160,0
Kashtira Riseheart,Ultra Rare,#PHHY-EN006,$1.75,$2.49,170,0
Wake Up Your Elemental HERO (CR),Collector's Rare,#MAZE-EN014,$53.11,$58.94,57,0
Small World,Secret Rare,#BODE-EN069,$8.95,$9.60,55,4
Nadir Servant,Secret Rare,#ROTD-EN052,$19.99,$32.63,65,4
Alba-Lenatus the Abyss Dragon,Secret Rare,#DIFO-EN035,$5.29,$7.34,146,0
"Dogmatika Ecclesia, the Virtuous",Ultimate Rare,#OP18-EN001,$23.45,$29.29,65,2
Droll & Lock Bird,Premium Gold Rare,#MAGO-EN006,$5.50,$9.74,89,16
Stardust Dragon (Starlight Rare),Starlight Rare,#DAMA-EN100,$639.00,$728.63,20,0
Unchained Abomination,Prismatic Secret Rare,#MP20-EN175,$4.14,$7.65,56,0
Runick Fountain (CR),Collector's Rare,#TAMA-EN027,$44.00,$48.10,33,0
Live Twin Ki-sikil (CR),Collector's Rare,#GEIM-EN013,$54.99,$65.53,25,0
Blackwing Armor Master,Gold Rare,#PGLD-EN077,$13.26,$14.06,52,0
Red-Eyes Black Dragon (Quarter Century Secret Rare),Quarter Century Secret Rare,#LC01-EN006,$6.00,$7.15,125,0
Phantasmal Lord Ultimitl Bishbaalkin,Gold Secret Rare,#PGL3-EN006,$5.48,$5.86,31,0
Swordsoul of Mo Ye,Secret Rare,#BODE-EN003,$9.00,$15.70,72,0
Sky Striker Ace - Hayate,Ultimate Rare,#OP10-EN002,$42.50,$44.58,37,0
Chamber Dragonmaid,Secret Rare,#ETCO-EN026,$21.95,$26.91,34,0
Tuning,Ultra Rare,#LDS3-EN122,$1.73,$2.76,27,2
"Selene, Queen of the Master Magicians",Secret Rare,#BLCR-EN092,$5.99,$7.37,114,0
Teardrop the Rikka Queen (CR),Collector's Rare,#MAZE-EN053,$34.48,$40.46,28,0
Aluber the Jester of Despia,Ultra Rare,#GFP2-EN097,$1.99,$2.98,249,9
Timaeus the United Dragon,Ultra Rare,#BACH-EN003,$3.99,$5.92,94,0
Red Dragon Archfiend (Ghost Rare),Ghost Rare,#GFP2-EN182,$46.95,$50.22,46,0
"Maxx ""C""",Super Rare,#CT09-EN012,$11.69,$15.41,78,6
Blue-Eyes White Dragon,Ultra Rare,#LOB-001,$8.50,$58.34,94,18
Platinum Gadget,Ultra Rare,#DUPO-EN039,$1.69,$11.29,155,0
Parallel eXceed,Prismatic Secret Rare,#MP21-EN043,$2.00,$3.59,129,12
Danger! Nessie!,Premium Gold Rare,#MGED-EN019,$1.99,$4.29,149,8
The Winged Dragon of Ra - Sphere Mode,Super Rare,#CIBR-ENSE2,$9.99,$11.60,88,0
Dark Magician the Knight of Dragon Magic,Secret Rare,#BLMR-EN001,$1.35,$1.77,115,1
My Friend Purrely (CR),Collector's Rare,#AMDE-EN020,$56.57,$68.62,41,0
Elemental HERO Liquid Soldier,Secret Rare,#LDS3-EN103,$6.75,$6.92,173,1
Accesscode Talker,Secret Rare,#ETCO-EN046,$40.98,$45.42,45,18
Herald of Orange Light,Super Rare,#OP20-EN005,$1.25,$1.92,76,0
Toon Black Luster Soldier,Secret Rare,#BLCR-EN065,$5.95,$6.86,141,1
Kurikara Divincarnate (Starlight Rare),Starlight Rare,#POTE-EN031,$215.00,$169.42,19,0
Stardust Dragon (CR),Collector's Rare,#TOCH-EN050,$88.11,$96.60,21,0
Book of Moon,Ultimate Rare,#OP13-EN001,$75.00,$79.49,27,18
Ghost Belle & Haunted Mansion,Secret Rare,#FLOD-EN033,$3.99,$13.09,80,3
Alba-Lenatus the Abyss Dragon (Starlight Rare),Starlight Rare,#DIFO-EN035,$84.95,$103.41,39,0
"Gigantic ""Champion"" Sargas",Secret Rare,#PHHY-EN045,$3.98,$5.19,162,0
I:P Masquerena (Starlight Rare),Starlight Rare,#CHIM-EN049,$999.00,"$1,336.52",31,0
Armed Neos,Secret Rare,#BLMR-EN002,$2.39,$2.50,84,2
RESCUE!,Ultra Rare,#AMDE-EN009,$2.95,$4.70,53,0
Chaos Space,Secret Rare,#BLCR-EN073,$1.90,$2.85,199,4
Evil Twin Ki-sikil,Secret Rare,#BLCR-EN096,$1.50,$2.21,95,0
Yata-Garasu (Starlight Rare),Starlight Rare,#BLCR-EN098,$106.48,$131.07,40,0
Number 11: Big Eye,Ultra Rare,#BLLR-EN066,$5.65,$7.58,100,4
Sky Striker Mecha Modules - Multirole,Secret Rare,#DASA-EN038,$4.19,$6.96,110,0
Left Leg of the Forbidden One (Starlight Rare),Starlight Rare,#BLCR-EN103,$165.00,$185.89,26,0
Dark Ruler No More,Ultra Rare,#MP22-EN262,$1.20,$2.15,192,24
Right Leg of the Forbidden One (Starlight Rare),Starlight Rare,#BLCR-EN102,$179.94,$216.64,22,0
Droll & Lock Bird,Ultra Rare,#LCKC-EN077,$6.95,$24.06,65,16
Honest (Ghost Rare),Ghost Rare,#LODT-EN001,$43.49,$129.81,72,0
Sky Striker Maneuver - Afterburners!,Ultra Rare,#BLHR-EN091,$5.00,$5.38,23,0
Gemini Spark,Super Rare,#AP02-EN011,$9.98,$10.40,15,0
Magicians' Souls (Red),Ultra Rare,#LDS3-EN088,$17.03,$17.04,54,0
Reinforcement of the Army (CR),Collector's Rare,#KICO-EN051,$90.00,$98.13,17,0
Elemental HERO Neos,Secret Rare,#CT03-EN001,$1.99,$24.50,68,3
Blue-Eyes Tyrant Dragon,Ultra Rare,#BACH-EN037,$4.91,$6.30,85,0
Branded Opening,Super Rare,#DAMA-EN054,$2.00,$4.45,143,6
Evil Twin Ki-sikil (CR),Collector's Rare,#GEIM-EN015,$59.99,$63.36,29,0
Blue-Eyes Alternative White Dragon (Ghost Rare),Ghost Rare,#GFTP-EN129,$107.99,$158.31,32,0
Black Luster Soldier - Soldier of Chaos,Ultra Rare,#MAMA-EN073,$2.40,$3.03,192,0
Gozen Match,Ultra Rare,#MAMA-EN098,$1.40,$2.26,160,2
Elemental HERO Stratos (Starlight Rare),Starlight Rare,#BODE-EN100,$273.94,$249.48,14,0
"Lyna the Light Charmer, Lustrous (Starlight Rare)",Starlight Rare,#LIOV-EN049,$465.49,$622.90,37,0
Eldlich the Golden Lord,Secret Rare,#SESL-EN027,$34.00,$42.92,53,2
Bystial Saronir,Super Rare,#DABL-EN007,$0.70,$1.70,184,2
Fallen of Albaz,Secret Rare,#ROTD-EN011,$15.49,$23.81,36,24
Destructive Daruma Karma Cannon,Ultra Rare,#DABL-EN084,$3.49,$4.24,96,1
Quick Launch,Common / Short Print,#SDRR-EN025,$2.44,$3.83,36,2
Number 38: Hope Harbinger Dragon Titanic Galaxy,Ultra Rare,#GFP2-EN143,$1.70,$2.66,125,0
Sky Striker Ace - Roze (Starlight Rare),Starlight Rare,#IGAS-EN020,$299.99,$308.97,19,0
Rikka Glamour,Ultra Rare,#MAZE-EN062,$1.99,$3.36,78,0
Meteonis Drytron,Ultra Rare,#GEIM-EN032,$7.48,$9.94,82,0
Borreload Savage Dragon,Prismatic Secret Rare,#MP20-EN017,$11.88,$12.65,106,4
Elemental HERO Prisma,Super Rare,#FUEN-EN047,$5.74,$9.88,125,3
Black Luster Soldier - Legendary Swordsman,Ultra Rare,#MAZE-EN011,$2.49,$3.85,167,0
The Winged Dragon of Ra - Sphere Mode,Ultra Rare,#DUPO-EN045,$9.99,$14.07,100,0
Exosister Martha,Secret Rare,#POTE-EN025,$4.89,$6.02,130,0
Dark Hole,Secret Rare,#BLMR-EN086,$0.70,$0.91,77,2
Anti-Spell Fragrance (CR),Collector's Rare,#TAMA-EN056,$39.95,$45.16,28,0
Droll & Lock Bird,Ultimate Rare,#OP08-EN001,$169.98,$173.86,36,16
Emergency Teleport (UTR),Ultimate Rare,#TDGS-EN053,$16.99,$40.53,94,0
Expurrely Noir (CR),Collector's Rare,#AMDE-EN018,$44.21,$67.40,49,0
Snake Rain (CR),Collector's Rare,#ANGU-EN051,$45.00,$39.11,19,0
Red-Eyes Black Dragon (Ghost Rare),Ghost Rare,#GFP2-EN176,$68.95,$71.23,55,0
Dinowrestler Pankratops (CR),Collector's Rare,#ANGU-EN046,$148.91,$121.08,15,0
Red-Eyes Dark Dragoon,Ultra Rare,#MP20-EN249,$16.76,$17.54,84,9
Solemn Judgment,Ultimate Rare,#OP12-EN003,$90.87,$100.41,40,24
Metamorphosis,Common / Short Print,#PGD-090,$1.00,$7.21,301,2
Monster Reincarnation (UTR),Ultimate Rare,#RDS-EN045,$13.01,$57.29,33,0
Anotherverse Dragon (SR),Super Rare,#YCSW-EN013,$800.00,"$1,199.99",4,0
Valkyrion the Magna Warrior,Secret Rare,#RP02-EN092,$118.99,"$1,199.98",14,0
Pot of Desires,Secret Rare,#TDIL-EN066,$15.50,$24.99,70,8
Super Polymerization,Ultra Rare,#DUDE-EN040,$2.00,$4.01,152,35
Blue-Eyes Alternative Ultimate Dragon,Prismatic Secret Rare,#TN19-EN001,$6.87,$7.15,129,1
Elemental HERO Stratos,Ultimate Rare,#OP09-EN001,$79.99,$132.62,42,2
Water Enchantress of the Temple (Quarter Century Secret Rare),Quarter Century Secret Rare,#BLMR-EN065,$58.90,$62.73,30,0
Cynet Mining,Rare,#MGED-EN148,$1.66,$3.46,106,2
Primitive Planet Reichphobia,Ultra Rare,#DIFO-EN058,$3.00,$3.92,114,0
"Isolde, Two Tales of the Noble Knights (CR)",Collector's Rare,#AMDE-EN052,$54.99,$59.30,39,0
Abyss Shark,Ultra Rare,#LED9-EN001,$2.95,$3.42,100,0
Lord of the Heavenly Prison,Prismatic Secret Rare,#MP22-EN205,$1.69,$2.07,194,0
Dark Armed Dragon (Ghost Rare),Ghost Rare,#GFP2-EN179,$35.95,$38.06,51,0
Lovely Labrynth of the Silver Castle (CR),Collector's Rare,#TAMA-EN014,$51.99,$53.56,27,0
Lava Golem,Secret Rare,#PGD-107,$4.01,$35.66,188,4
Starliege Seyfert,Secret Rare,#CHIM-EN014,$22.97,$18.65,23,2
Aluber the Jester of Despia,Prismatic Secret Rare,#MP22-EN123,$2.25,$2.73,151,9
Blue-Eyes White Dragon,Prismatic Secret Rare,#MP22-EN266,$7.00,$8.56,119,18
Fusion Destiny,Secret Rare,#BLCR-EN088,$0.75,$1.59,188,0
Parallel eXceed,Common / Short Print,#ETCO-EN001,$0.41,$1.26,120,12
Raider's Wing,Ultra Rare,#PHRA-EN001,$2.49,$6.02,43,1
Harpie's Feather Duster,Secret Rare,#SDD-003,$2.97,$15.55,132,18
"Beat, Bladesman Fur Hire",Secret Rare,#DASA-EN017,$18.99,$9.74,6,0
Book of Eclipse,Secret Rare,#BLMR-EN090,$0.50,$0.73,60,1
Dark Magician Girl (2020),Ultra Rare,#LART-EN019,$26.00,$30.95,51,0
Number F0: Utopic Draco Future (CR),Collector's Rare,#KICO-EN013,$52.50,$54.46,31,0
Gold Pride - Captain Carrie (Starlight Rare),Starlight Rare,#PHHY-EN088,$129.45,$163.32,55,0
Lightning Storm,Secret Rare,#IGAS-EN067,$15.00,$19.31,57,20
Exodia the Forbidden One (Dark Duel Stories),Secret Rare,#DDS-003,$24.97,$379.50,45,0
Fusion Destiny,Ultimate Rare,#OP18-EN003,$20.00,$32.10,50,0
B. Skull Dragon,Secret Rare,#BPT-006,$2.99,$65.41,94,0
Deck Devastation Virus (UTR),Ultimate Rare,#FET-EN058,$83.98,$369.95,39,0
E - Emergency Call,Secret Rare,#RYMP-EN024,$11.46,$15.41,47,1
"Hamon, Lord of Striking Thunder (UTR)",Ultimate Rare,#SOI-EN002,$69.69,$369.76,21,0
Allure of Darkness (UTR),Ultimate Rare,#PTDN-EN084,$41.95,$79.20,103,0
ALERT!,Ultra Rare,#AMDE-EN010,$2.99,$3.63,58,0
Herald of Orange Light,Ultimate Rare,#OP07-EN001,$99.99,$78.86,16,0
Pot of Duality,Ultimate Rare,#AP05-EN003,$134.99,$218.67,29,1
Magicians' Souls,Ultra Rare,#LED6-EN002,$23.28,$25.39,58,12
Allure of Darkness,Rare,#WISU-EN054,$0.10,$0.32,127,6
Ghost Ogre & Snow Rabbit,Prismatic Secret Rare,#MP22-EN255,$1.88,$2.38,153,9
Infinite Impermanence,Ultra Rare,#DUOV-EN099,$11.99,$12.34,42,84
Forbidden Chalice (UTR),Ultimate Rare,#RGBT-EN061,$34.99,$72.02,117,0
Number 39: Utopia Double,Ultra Rare,#DUPO-EN008,$12.29,$13.50,62,0
Number 41: Bagooska the Terribly Tired Tapir,Rare,#MGED-EN090,$1.45,$2.03,57,3
Winged Kuriboh (UTR),Ultimate Rare,#TLM-EN005,$50.00,$268.99,35,0
Dark Magician Girl,Secret Rare,#CT2-EN004,$4.78,$38.39,109,30
Lightning Storm (CR),Collector's Rare,#KICO-EN057,$44.20,$63.11,46,0
The Dark Magicians (Starlight Rare),Starlight Rare,#BACH-EN100,$180.00,$214.17,25,0
Cyberdark Dragon (UTR),Ultimate Rare,#CDIP-EN035,$299.99,$533.95,10,0
Draco Berserker of the Tenyi,Secret Rare,#BLMR-EN074,$0.45,$0.66,68,3
"Maxx ""C""",Ultimate Rare,#AP04-EN002,$359.84,$532.31,46,6
The Phantom Knights of Torn Scales (Starlight Rare),Starlight Rare,#PHRA-EN003,$99.88,$118.15,32,0
Sky Striker Airspace - Area Zero,Super Rare,#DASA-EN039,$3.00,$3.59,80,0
Gold Pride - Chariot Carrie (Starlight Rare),Starlight Rare,#CYAC-EN088,$93.99,$106.21,38,0
White Aura Whale,Secret Rare,#BLLR-EN020,$8.91,$10.31,61,0
Diviner of the Herald,Secret Rare,#LIOV-EN000,$11.00,$11.02,54,4
Stardust Dragon,Secret Rare,#CT05-EN001,$5.00,$41.85,59,4
Enemy Controller,Secret Rare,#LCKC-EN032,$4.24,$5.22,85,0
Mystical Space Typhoon,Ultimate Rare,#AP08-EN002,$120.64,$148.58,31,0
Skill Drain,Ultra Rare,#MAMA-EN094,$1.75,$2.78,196,10
Blue-Eyes Ultimate Dragon (Ghost Rare),Ghost Rare,#GFP2-EN181,$40.46,$43.28,36,0
Dark Ruler No More,Common / Short Print,#SDAZ-EN030,$0.95,$1.19,154,24
Red-Eyes Flare Metal Dragon,Ultra Rare,#LDK2-ENJ41,$2.33,$5.29,174,0
Firewall Dragon Singularity,Secret Rare,#CYAC-EN047,$1.74,$2.36,148,0
Destiny HERO - Malicious,Secret Rare,#RYMP-EN034,$8.50,$14.19,67,0
Muckraker From the Underworld (DABL-ENSP1),Ultra Rare,#DABL-ENSP1,$19.00,$17.55,7,0
Delinquent Duo,Ultra Rare,#MRL-039,$18.18,$29.50,129,0
Elemental Hero Absolute Zero,Ultra Rare,#YG04-EN001,$23.00,$60.68,33,1
Magicians' Souls (Blue),Ultra Rare,#LDS3-EN088,$14.48,$17.70,53,0
Quick Launch,Secret Rare,#MP18-EN139,$3.98,$8.13,36,2
Dark Magician Girl,Secret Rare,#MVP1-ENS56,$9.65,$12.14,62,30
Grave of the Super Ancient Organism (UTR),Ultimate Rare,#RGBT-EN078,$15.99,$26.72,16,0
Dark Magician,Ultra Rare,#JUMP-EN049,$24.99,$67.63,73,105
Stardust Dragon (Ghost),Ghost Rare,#TDGS-EN040,$125.95,$336.15,61,0
Evil Twin Lil-la (CR),Collector's Rare,#GEIM-EN016,$37.17,$37.29,32,0
Red-Eyes B. Dragon,Ultra Rare,#YAP1-EN002,$20.80,$62.91,78,0
Book of Moon,Ultra Rare,#BLAR-EN052,$1.49,$2.62,54,18
Cross-Sheep,Prismatic Secret Rare,#MP21-EN018,$1.05,$1.82,121,0
Ally of Justice Catastor,Ultimate Rare,#TU07-EN000,$90.00,$91.27,12,0
Marincess Springirl,Super Rare,#LED9-EN031,$2.18,$3.22,80,1
Elemental Hero Neos,Duel Terminal Rare Parallel Rare,#DTP1-EN005,,"$1,000.00",80,3
Mechanicalchaser,Ultra Rare,#TP1-001,$999.99,$999.99,10,0
Scapegoat,Ultra Rare,#RP01-EN090,$999.99,$999.97,5,1
Eradicator Epidemic Virus,Ultra Rare,#LCKC-EN048,$4.00,$7.04,99,12
Pot of Extravagance (CR),Collector's Rare,#TOCH-EN059,$64.99,$71.13,41,0
Gemini Spark,Common / Short Print,#SOVR-EN055,$2.00,$3.87,16,0
"Dogmatika Ecclesia, the Virtuous (Starlight Rare)",Starlight Rare,#ROTD-EN005,$449.98,$495.85,18,0
Tearlaments Rulkallos,Secret Rare,#DABL-EN039,$3.64,$4.20,137,1
Dimension Fusion,Ultra Rare,#IOC-094,$14.99,$25.39,171,0
Silent Magician,Ultra Rare,#DPRP-EN002,$36.00,$38.08,41,0
"Dingirsu, the Orcust of the Evening Star",Ultra Rare,#DUOV-EN084,$6.01,$8.38,105,0
Live Twin Sunny's Snitch,Super Rare,#DAMA-EN062,$0.95,$3.29,56,0
Blue-Eyes Alternative White Dragon,Secret Rare,#MVP1-ENS46,$12.98,$15.15,54,3
Black Metal Dragon,Super Rare,#OP06-EN010,$12.99,$12.95,11,0
Ancient Chant,Ultra Rare,#LED7-EN004,$27.99,$25.90,44,0
"Beat, Bladesman Fur Hire",Ultra Rare,#MP19-EN247,$2.00,$2.17,33,0
Called by the Grave,Prismatic Secret Rare,#MP19-EN043,$8.54,$10.76,54,18
D.D. Crow (UTR),Ultimate Rare,#STON-EN024,$31.00,$194.98,72,0
Super Polymerization,Common / Short Print,#SDSH-EN026,$2.80,$6.38,134,35
Dark Magician Girl,Secret Rare,#MFC-000,$88.85,$241.72,74,30
Jinzo,Secret Rare,#PSV-000,$11.08,$41.72,93,28
I:P Masquerena,Prismatic Secret Rare,#MP20-EN178,$8.98,$11.70,87,8
Dark Grepher,Secret Rare,#PTDN-EN000,$32.95,$59.69,38,0
Jinzo,Secret Rare,#BPT-011,$3.58,$31.81,94,28
Exosisters Magnifica (Starlight Rare),Starlight Rare,#DIFO-EN046,$144.44,$158.91,24,0
Dark Magician Girl,Ultra Rare,#RDS-ENSE2,$3.49,$18.30,110,30
D.D. Crow (Starlight Rare),Starlight Rare,#ROTD-EN100,$409.84,$475.21,21,0
"Nibiru, the Primal Being",Premium Gold Rare,#MAGO-EN019,$4.00,$6.08,104,25
Thunder King Rai-Oh,Common / Short Print,#RYMP-EN074,$7.00,$9.20,67,0
Danger! Nessie!,Secret Rare,#CYHO-EN083,$9.99,$14.73,66,8
Frostosaurus (UTR),Ultimate Rare,#STON-EN002,$28.00,$42.82,13,0
Harpie's Feather Storm,Common / Short Print,#LDS2-EN088,$3.95,$4.82,53,2
PSY-Framegear Gamma,Ultra Rare,#HSRD-EN031,$9.99,$29.36,56,3
Effect Veiler,Common / Short Print,#SDAZ-EN018,$0.94,$1.08,125,6
Lava Golem,Common / Short Print,#SDSH-EN013,$3.00,$4.46,121,4
Mitsu the Insect Ninja (Starlight Rare),Starlight Rare,#DABL-EN016,$63.48,$93.51,56,0
Coach King Giantrainer,Secret Rare,#NUMH-EN037,$13.94,$17.97,55,0
Dinomorphia Therizia (Starlight Rare),Starlight Rare,#BACH-EN009,$83.00,$93.20,36,0
Elemental HERO Absolute Zero,Ultra Rare,#BLHR-EN065,$10.97,$11.65,39,3
Draco Berserker of the Tenyi,Prismatic Secret Rare,#MP20-EN166,$3.15,$7.33,93,3
Stardust Dragon (UTR),Ultimate Rare,#TDGS-EN040,$68.20,$155.00,22,0
Number 11: Big Eye,Ultimate Rare,#AP06-EN002,$99.99,$132.79,38,4
Gishki Abyss,Super Rare,#HA05-EN031,$1.75,$17.87,172,0
Swordsoul Grandmaster - Chixiao,Ultra Rare,#MAMA-EN038,$2.00,$2.67,104,0
Aratama,Rare,#SHSP-EN035,$1.25,$4.15,133,1
Red-Eyes Baby Dragon,Secret Rare,#LDS1-EN010,$17.01,$17.77,31,0
Rikka Glamour,Secret Rare,#SESL-EN023,$8.24,$9.72,52,0
Wannabee!,Super Rare,#CYAC-EN031,$0.60,$1.03,103,0
"Lyla, Lightsworn Sorceress (UTR)",Ultimate Rare,#LODT-EN019,$12.98,$41.87,45,0
Anti-Spell Fragrance,Secret Rare,#PCY-002,$6.98,$18.40,78,3
"Duel Link Dragon, the Duel Dragon (SR)",Super Rare,#YCSW-EN012,$847.42,$919.99,8,0
Pot of Extravagance,Prismatic Secret Rare,#MP20-EN030,$6.40,$8.13,71,3
Thunder King Rai-Oh,Ultimate Rare,#TU08-EN000,$120.00,$152.55,38,0
Security Dragon,Ultra Rare,#DUPO-EN037,$2.78,$3.11,58,0
Black Rose Dragon (Ghost Rare),Ghost Rare,#CSOC-EN039,$121.00,$228.00,49,0
"Apollousa, Bow of the Goddess",Secret Rare,#RIRA-EN048,$28.65,$30.27,67,9
Exosister Pax,Ultra Rare,#GRCR-EN021,$4.44,$6.58,104,0
Cyber Slash Harpie Lady,Secret Rare,#DLCS-EN148,$14.97,$16.17,63,0
Spellbound,Secret Rare,#DABL-EN000,$3.00,$5.52,125,0
Relinquished Anima,Secret Rare,#BROL-EN087,$1.19,$2.09,153,4
Live Twin Lil-la Treat (Starlight Rare),Starlight Rare,#BLVO-EN028,$98.98,$100.53,21,0
Raigeki,Prismatic Secret Rare,#TN19-EN010,$1.85,$3.20,125,21
Linkuriboh,Rare,#MAGO-EN135,$3.50,$4.59,81,6
Evenly Matched,Secret Rare,#MP18-EN154,$15.99,$20.89,85,60
Cyber Dragon (Ghost Rare),Ghost Rare,#GFP2-EN178,$40.99,$49.82,70,0
"Hiita the Fire Charmer, Ablaze (Starlight Rare)",Starlight Rare,#PHRA-EN100,$220.00,$298.43,35,0
Tour Guide From the Underworld,Secret Rare,#EXVC-EN084,$29.00,$37.28,96,0
Book of Moon (Secret Rare),Secret Rare,#SGX1-ENI15,$6.49,$7.21,44,0
Destiny HERO - Destroyer Phoenix Enforcer (Starlight Rare),Starlight Rare,#POTE-EN100,$239.99,$222.69,21,0
"Kumongous, the Sticky String Kaiju",Super Rare,#OP04-EN008,$9.99,$13.69,24,1
Knightmare Corruptor Iblee,Secret Rare,#FLOD-EN017,$6.99,$16.45,112,6
Blazewing Butterfly (UTR),Ultimate Rare,#TAEV-EN089,$10.97,$9.76,18,0
The Winged Dragon of Ra - Sphere Mode (Ghost Rare),Ghost Rare,#GFP2-EN180,$43.59,$52.21,53,0
Super Polymerization,Common / Short Print,#SGX3-ENA17,$3.00,$3.63,56,35
Chaos Space (CR),Collector's Rare,#TOCH-EN009,$84.17,$80.49,30,0
Divine Arsenal AA-ZEUS - Sky Thunder (Quarter Century Secret Rare),Quarter Century Secret Rare,#BLMR-EN084,$180.00,$221.22,39,0
Obelisk the Tormentor (JMP-EN004),Secret Rare,#JMP-EN004,$10.10,$80.35,76,0
Tri-Brigade Arms Bucephalus II (Starlight Rare),Starlight Rare,#PHHY-EN048,$75.91,$88.24,39,0
Pot of Extravagance,Premium Gold Rare,#MGED-EN046,$1.49,$2.46,204,3
Elemental HERO Sparkman,Parallel Rare,#MF03-EN004,$499.99,$879.90,4,0
Black Rose Dragon (UTR),Ultimate Rare,#CSOC-EN039,$48.34,$109.81,40,0
Bond Between Teacher and Student,Ultra Rare,#DUPO-EN017,$8.78,$12.69,70,0
Blue-Eyes Toon Dragon,Secret Rare,#SRL-EN000,$26.00,$28.17,48,0
Ash Blossom & Joyous Spring,Premium Gold Rare,#MAGO-EN011,$9.00,$11.34,57,88
Effect Veiler,Ultra Rare,#DUDE-EN028,$2.74,$4.08,104,6
"On Your Mark, Get Set, DUEL! (CR)",Collector's Rare,#MAZE-EN016,$21.49,$22.36,50,0
Fish Sonar,Ultra Rare,#LED9-EN020,$7.48,$7.77,84,0
The Zombie Vampire,Secret Rare,#BACH-EN045,$3.95,$4.84,125,0
Madolche Salon,Ultra Rare,#ETCO-EN064,$14.93,$15.75,52,0
D.D. Crow (Secret Rare),Secret Rare,#SGX3-ENF10,$10.96,$12.20,36,0
Future Fusion (UTR),Ultimate Rare,#POTD-EN044,$19.59,$78.43,55,0
Number 11: Big Eye,Gold Rare,#PGL3-EN063,$6.59,$8.06,64,4
Solar Recharge (UTR),Ultimate Rare,#LODT-EN052,$19.97,$50.54,60,0
Foolish Burial,Super Rare,#TU02-EN004,$150.00,$214.64,31,6
Assault Synchron (Quarter Century Secret Rare),Quarter Century Secret Rare,#BLMR-EN003,$131.89,$171.34,37,0
Masked HERO Dark Law,Ultimate Rare,#OP01-EN003,$300.00,$426.89,32,1
Book of Moon,Super Rare,#CP01-EN002,$628.96,$853.43,13,18
Elemental HERO Absolute Zero,Super Rare,#GENF-ENSE1,$5.85,$9.37,30,3
Noh-P.U.N.K. Ogre Dance,Secret Rare,#BLMR-EN064,$0.35,$0.49,63,1
The Black Stone of Legend,Ultra Rare,#LDK2-ENJ05,$3.75,$5.25,128,1
Infinite Impermanence,Ultra Rare,#DUPO-EN100,$11.23,$12.14,80,84
Evolzar Solda (UTR),Ultimate Rare,#ORCS-EN045,$12.95,$13.67,48,0
Number F0: Utopic Future,Prismatic Secret Rare,#WSUP-EN026,$4.00,$9.11,58,1
Judgment Dragon,Secret Rare,#LODT-EN026,$80.00,$105.08,40,2
Chaos Sorcerer,Ultra Rare,#TU02-EN001,$117.95,$167.68,36,1
Tour Guide From the Underworld,Ultimate Rare,#AP06-EN001,$169.94,$209.55,52,0
Eradicator Epidemic Virus,Secret Rare,#FOTB-EN068,$38.39,$104.56,51,12
Dogmatika Punishment,Prismatic Secret Rare,#MP21-EN147,$1.14,$1.94,181,1
Exosister Mikailis,Ultra Rare,#GRCR-EN017,$4.39,$5.70,98,0
Parlor Dragonmaid,Premium Gold Rare,#MAGO-EN023,$2.99,$5.36,95,1
